Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Occurences,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1982,12,28,6,37,42.5,4,1,6.4,0,Japan,225,S. OF HONSHU ISLAND,33.826,139.434,0.19,1,-1.3,-1,,,,,,,,
1983,1,17,12,41,29.7,3,1,7.2,0,Greece,113,IONIAN SEA,38.026,20.228,,1,,,,,,,,,,
1983,3,12,1,36,35.8,4,1,6.9,0,Indonesia,228,BANDA SEA,-4.056,127.924,3,1,1.6,1.5,,,,,,,,
1983,3,18,9,5,50,4,1,7.9,0,Papua New Guinea,75,NEW BRITAIN,-4.883,153.581,0.13,4,-1.7,,,,,,,2,,
1983,5,26,2,59,59.6,4,1,7.8,6,Japan,225,"NOSHIRO, JAPAN",40.462,139.102,14.93,230,3.9,2,104,,,324,800,4,3513,
1983,6,9,12,49,3.8,4,1,5.9,0,Japan,225,"NOSHIRO, JAPAN",40.249,138.948,0.6,1,,,,,,,,,,
1983,6,21,6,25,27.3,4,1,6.9,0,Japan,225,N. HONSHU ISLAND,41.346,139.099,1,27,,,,,,,,1,,
1983,8,6,15,43,51.2,2,1,7,0,Greece,113,NORTH AEGEAN SEA,40.142,24.766,,1,,2,,,,,,1,,
1983,8,17,10,55,54.1,4,1,7.1,0,Russia,90,"KAMCHATKA BAY, RUSSIA",55.867,161.287,0.1,1,-3.3,,,,,,,,,
1983,8,17,12,17,56,4,1,6.6,0,Philippines,79,LUZON ISLAND,18.231,120.86,0.1,1,,,16,,,47,,2,,
1983,8,17,,,,1,6,,0,Indonesia,228,LESSER SUNDA ISLANDS,-8.54,123.59,,0,,,,,,,,,,
1983,8,18,9,,,4,8,,0,Norway,24,WESTERN NORWAY,61.233,7.717,7,1,,4,,,,,,1,,
1983,10,4,18,52,13.3,4,1,7.7,0,Chile,151,NORTHERN CHILE,-26.535,-70.563,0.2,1,-2.3,0.2,5,,,12,1,2,40,
1983,11,30,17,46,0.6,4,1,7.7,0,United Kingdom Territory,4,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,1.5,3,-1.3,,,,,,,1,,
1984,1,8,15,24,13.5,1,1,6.8,0,Indonesia,228,SULAWESI,-2.823,118.806,,0,,,2,,,89,0.5,1,,685
1984,2,11,8,2,51.5,4,1,5.4,0,Greece,113,"CORINTHOS GULF, GREECE",38.396,22.094,,1,,3,,,,,,,,
1984,3,24,9,44,2.6,4,1,7.2,0,Russia,90,S. KURIL ISLANDS,44.117,148.192,0.2,3,-2.3,-2,,,,,,,,
1984,6,13,2,29,25.3,4,1,5.5,0,Japan,225,"TORI SHIMA, OKINAWA",31.448,140.036,0.5,9,0.6,,,,,,,,,
1984,8,6,19,6,38.3,4,1,7,0,Japan,225,"KYUSHU, JAPAN",32.386,131.945,0.2,6,-2.3,,,,,9,,,,
1984,8,15,,,,3,5,,0,Cameroon,2,LAKE MONOUN,6.25,10.5,5,1,,,37,,,,,,,
1984,9,18,17,2,44.3,4,1,6.9,0,Japan,225,HONSHU ISLAND,34.006,141.5,0.13,12,-3.3,,,,,,,,,
1984,12,28,10,37,53.7,4,1,6.8,0,Russia,90,KAMCHATKA,56.194,163.46,0.2,2,-2.3,,,,,,,,,
1985,3,3,22,47,9.5,4,1,8,0,Chile,151,CENTRAL CHILE,-33.132,-71.708,3.5,64,1.6,,180,,,2575,1500,4,,
1985,3,16,14,54,0.7,4,1,6.4,0,Guadeloupe (French Territory),8,GUADELOUPE,17.013,-62.448,0.12,1,-3.3,,,,,6,,2,,
1985,4,13,1,6,0.1,2,1,6.2,0,Indonesia,228,BALI ISLAND,-9.245,114.185,2,1,,,,,,,,,,
1985,7,3,4,36,51.7,4,3,7.3,0,Papua New Guinea,75,NEW IRELAND,-4.439,152.828,1.3,2,0.4,,,,,,1,2,,
1985,9,19,13,17,47.3,4,1,8,1,Mexico,59,MEXICO,18.19,-102.533,3,19,1.6,,9500,,,30000,4000,4,,
1985,9,21,1,37,13.4,4,1,7.6,0,Mexico,59,MEXICO,17.802,-101.647,1.2,3,0.3,,,,,,,,,
1986,5,7,22,47,10.8,4,1,8,0,United States of America,283,"ANDREANOF ISLANDS, AK",51.52,-174.776,0.9,66,-0.1,,,,,,,2,,
1986,5,17,16,20,22.2,1,1,6.4,0,United States of America,283,"ANDREANOF ISLANDS, AK",52.327,-174.504,,0,,,,,,,,,,
1986,8,21,,,,4,6,,0,Cameroon,2,LAKE NYOS,6.25,10.5,75,1,,,1700,,,300,,,,
1986,10,20,6,46,9.9,4,1,7.8,0,New Zealand,86,KERMADEC ISLANDS,-28.117,-176.367,0.22,8,-2.18,,,,,,,,,
1986,11,14,21,20,10.5,4,1,7.8,0,Taiwan,21,TAIWAN,23.901,121.574,0.3,5,,,15,,,50,,1,,
1987,2,6,13,16,17.8,4,1,6.7,0,Japan,225,E. HONSHU ISLAND,36.988,141.689,0.1,3,-3.3,,,,,,,,,
1987,2,8,18,33,58.3,4,1,7.4,0,Papua New Guinea,75,SOLOMON SEA,-6.088,147.689,1.5,1,1,,3,,,,2.625,2,,
1987,2,21,7,40,,4,8,,0,Norway,24,WESTERN NORWAY,62.2,6.65,3,1,,2,,,,,,,,
1987,3,5,9,17,5.2,4,1,7.6,0,Chile,151,NORTHERN CHILE,-24.388,-70.161,0.2,6,-2.3,,1,,,,,2,,
1987,3,18,3,36,30.3,4,1,6.7,0,Japan,225,KYUSHU ISLAND,32.034,131.837,0.04,1,-3.3,,2,,,5,,2,,
1987,3,24,12,49,47,4,1,5.1,0,Japan,225,HONSHU ISLAND,37.447,137.865,0.16,3,,,,,,,,,,
1987,5,20,,,,4,8,,0,New Zealand,86,DEEP COVE,-45.46,167.15,,1,,,,,,,,,,
1987,6,18,14,3,16.7,1,1,6.3,0,Solomon Islands,46,SOLOMON ISLANDS,-10.717,162.33,,1,,,,,,,,,,
1987,7,6,2,49,42.7,3,1,6.7,0,Vanuatu,36,VANUATU ISLANDS,-14.074,167.828,0.1,1,,,,,,,,,,
1987,10,6,4,19,6,4,1,7.3,0,Tonga,19,TONGA ISLANDS,-17.94,-172.225,0.25,2,-3.3,,,,,,,,,
1987,10,12,13,57,4.7,4,1,7,0,Papua New Guinea,75,SOLOMON SEA,-7.288,154.371,0.04,1,-0.5,,,,,,,,,
1987,10,16,20,48,1.6,4,1,7.4,0,Papua New Guinea,75,SOLOMON SEA,-6.266,149.06,0.07,2,-3.3,,,,,,,2,,
1987,11,17,8,46,53.3,4,1,7.2,0,United States of America,283,"GULF OF ALASKA, AK",58.586,-143.27,0.06,1,-3.3,,,,,,,,,
1987,11,26,1,43,14,-1,1,6.6,0,Indonesia,228,TIMOR SEA,-8.247,124.155,0.1,0,,,,,,,,,,
1987,11,30,19,23,19.5,4,1,7.9,0,United States of America,283,"GULF OF ALASKA, AK",58.679,-142.786,0.43,10,-1,,,,,,,1,,
1988,2,5,14,1,2.7,4,1,7.2,0,Chile,151,NORTHERN CHILE,-24.753,-70.433,0.1,1,,,,,,,,,,
1988,3,6,22,35,36.9,4,1,7.8,0,United States of America,283,"GULF OF ALASKA, AK",57.262,-142.747,0.19,8,-2.3,,,,,,0.005,1,,
1988,4,20,5,30,,4,8,,0,Italy,91,"LA FOSSA VOLCANO, VULCANO IS.",38.4,14.967,2,1,,,,,,,,,,
1988,4,30,,,,-1,9,,0,United States of America,283,S. CALIFORNIA,,,,1,,,,,,,,,,
1988,6,24,2,6,26.3,4,1,5.4,0,Philippines,79,NORTH OF LUZON ISLAND,18.606,121.013,1.03,2,,,,,,,,,,
1988,7,5,20,32,7.2,4,1,6.8,0,Papua New Guinea,75,PAPUA NEW GUINEA,-5.964,148.78,,2,,,,,,,,,,
1988,8,6,0,36,24.6,0,1,7.2,0,Bangladesh,5,"JAMUNA RIVER, ARICHA, BANGLADESH",25.149,95.127,,0,,,5,30,1,42,,2,,
1988,8,10,4,38,29.2,4,1,7.6,0,Solomon Islands,46,SOLOMON ISLANDS,-10.258,160.896,0.09,2,-3.3,,1,,,,,1,100,
1988,8,20,23,9,9.5,0,1,6.6,0,Bangladesh,5,BANGLADESH,26.755,86.616,,1,,,998,,1,,131.5,4,,
1989,5,23,10,54,46.3,4,1,8.1,0,Australia,21,MACQUARIE ISLAND,-52.341,160.568,0.15,4,-1.7,,,,,,,,,
1989,6,26,3,27,3.9,4,3,6.5,0,United States of America,283,HAWAII,19.362,-155.083,0.29,3,-1.7,,,,,,,,,
1989,9,4,13,14,58.2,4,1,7.1,0,United States of America,283,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,2,-3.3,,,,,,,,,
1989,10,18,0,4,15.2,4,1,6.9,0,United States of America,283,N. CALIFORNIA,37.036,-121.883,1,3,-3.3,,62,,,3757,5600,4,,
1989,10,29,5,25,38.2,4,1,6.5,0,Japan,225,N. HONSHU ISLAND,39.571,143.333,0.11,4,,,,,,,,,,
1989,10,29,19,9,12.9,2,1,5.9,0,Algeria,12,"ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,,1,,,30,,,245,5,2,,
1989,11,1,10,25,52.2,3,1,4.4,0,United States of America,283,PUERTO RICO,18.986,-68.833,0.1,1,,,,,,,,,,
1989,11,1,18,25,34.9,3,1,7.4,0,Japan,225,JAPAN,39.837,142.76,0.9,12,-0.7,,,,,,,,,
1990,2,8,7,15,32.2,4,1,6.6,0,Philippines,79,PHILIPPINES,9.755,124.694,2.1,0,,,,,,300,0.9,1,,600
1990,2,20,6,53,39.8,4,1,6.4,0,Japan,225,JAPAN,34.706,139.252,0.16,1,-1.7,,,,,,,,,
1990,3,25,13,22,55.6,4,1,7,0,Costa Rica,13,COSTA RICA,9.919,-84.808,1,4,,,,,,15,,2,8,34
1990,4,5,21,12,35.5,4,1,7.5,0,United States of America,283,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,34,-1,,,,,,,,,
1990,5,,,,,1,0,,0,Philippines,79,"CANIGUIN IS.,PHILIPPINES",7,126,5,1,,,,,,,,,,
1990,6,20,21,0,9.9,3,3,7.3,0,Iran,3,CASPIAN SEA,36.957,49.409,2,6,,,40000,,,105000,7200,4,100000,
1990,9,23,21,13,7.4,4,1,6.5,0,Japan,225,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,0.2,4,,,,,,,,,,
1990,12,13,0,24,25.7,4,1,5.3,0,Italy,91,EASTERN SICILY,37.3,15.438,0.1,1,,,19,,,200,500,4,,
1990,12,13,19,50,17.8,4,1,6.3,0,Taiwan,21,TAIWAN,23.722,121.627,0.04,2,,,,,,,,1,,
1991,1,4,,,,1,0,,0,Greece,113,EAST AEGEAN SEA,37.7,26.3,,1,,,,,,,,,,
1991,2,9,16,18,58.3,4,1,6.9,0,Solomon Islands,46,SOLOMON ISLANDS,-9.929,159.139,0.02,1,-3.3,,,,,,,1,,
1991,2,16,1,23,40.4,4,1,5.7,0,Russia,90,N. KURIL ISLANDS,48.268,154.328,0.1,1,-3.3,,,,,,,,,
1991,2,21,2,35,34,4,1,6.7,0,United States of America,283,"BERING SEA, AK",58.427,-175.45,0.15,2,-1.7,,,,,,,,,
1991,4,22,21,56,51.8,4,1,7.6,0,Costa Rica,13,"LIMON, PANDORA",9.685,-83.073,3,30,1,,90,,,895,510,4,,
1991,5,7,,,,1,9,,0,Greece,113,EAST AEGEAN SEA,37.133,26.833,0.5,1,-3.3,,,,,,,,,
1991,10,14,15,58,12.7,4,1,7.2,0,Solomon Islands,46,SOLOMON ISLANDS,-9.094,158.442,0.15,2,-3.3,-2.5,,,,,,,,
1991,12,22,8,43,13.4,1,1,7.6,0,Russia,90,S. KURIL ISLANDS,45.533,151.021,0.52,6,,0.5,,,,,,,,
1992,1,5,6,,,4,1,3.7,0,China,23,SOUTH CHINA SEA,18,108,0.8,5,-0.3,,,,,,,1,,
1992,4,25,18,6,4.2,4,1,7.2,0,United States of America,283,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,1.8,14,0.8,0.5,,,,98,66,4,,
1992,5,17,10,15,31.3,4,1,7.3,1,Philippines,79,PHILIPPINES,7.191,126.762,6,3,,,,,,,,1,12,
1992,5,27,5,13,38.8,4,1,7.1,0,Solomon Islands,46,SANTA CRUZ ISLANDS,-11.122,165.239,,1,,,,,,,,,,
1992,7,3,,,,2,9,,0,United States of America,283,"DAYTONA BEACH, FL",,,3,4,,,,,,75,,1,,
1992,7,18,8,36,58.7,4,1,7,0,Japan,225,HONSHU ISLAND,39.419,143.33,0.3,4,-2.3,-0.5,,,,,,,,
1992,8,11,15,14,55.1,1,1,6.3,0,Japan,225,HONSHU,32.536,141.641,,0,,,,,,,,,,
1992,9,2,0,16,2.8,4,1,7.7,8,Nicaragua,6,NICARAGUA,11.727,-87.386,9.9,81,3.3,2.8,170,,,489,30,4,1500,
1992,12,12,5,29,26.3,4,3,7.8,9,Indonesia,228,FLORES SEA,-8.48,121.896,26.2,111,4.7,2.7,2500,,,2103,100,4,31785,
1993,2,7,13,27,42,4,1,6.3,0,Japan,225,HONSHU ISLAND,37.634,137.245,0.5,1,-1,-0.5,,,,,,,,
1993,3,12,14,1,35.4,3,1,6.4,0,Wallis And Futuna (French Territory),1,FUTUNA,-14.385,-178.252,,1,,,5,,,20,,1,,
1993,6,8,13,3,36.4,4,1,7.5,0,Russia,90,KAMCHATKA,51.218,157.829,0.1,6,-1,-0.5,,,,,,,,
1993,6,18,11,52,54.8,1,1,6.6,0,New Zealand,86,KERMADEC ISLANDS,-28.886,-176.819,,1,,,,,,,,,,
1993,7,12,13,17,11.9,4,1,7.7,19,Japan,225,SEA OF JAPAN,42.851,139.197,32,196,5,3.1,231,,,233,1207,4,2374,
1993,8,7,19,42,41.9,4,1,6.3,0,Japan,225,JAPAN,41.985,139.839,0.16,1,,,,,,,,,,
1993,8,8,8,34,24.9,4,1,7.8,0,United States of America,283,"GUAM, MARIANA ISLANDS",12.982,144.801,2.4,48,-1,,,,,48,250,4,,
1993,11,13,1,18,4.1,4,1,7,0,Russia,90,KAMCHATKA,51.934,158.647,0.05,1,-3.3,-3,,,,,,,,
1994,1,4,,,,1,9,,0,United States of America,283,"COREA HARBOR, MAINE",44.4,-67.97,1.5,1,,,,,,,,,,
1994,1,17,12,30,55.3,3,1,6.7,0,United States of America,283,"WEST COAST, United States of America",34.213,-118.537,0.1,0,-3.3,-3,60,,,7000,40000,4,40000,
1994,1,21,2,24,29.9,4,1,7,0,Indonesia,228,HALMAHERA,1.015,127.733,2,3,1,1.5,9,,,300,,2,,550
1994,2,15,17,7,43.8,-1,1,6.9,0,Indonesia,228,SOUTHERN SUMATRA,-4.967,104.302,,0,,,,,,,,,,
1994,4,8,1,10,40.8,4,1,6.4,0,Japan,225,HOKKAIDO ISLAND,40.608,143.683,0.11,3,-2.3,-1.5,,,,,,,,
1994,4,28,11,30,,4,8,,0,Norway,24,WESTERN NORWAY,61.267,6.583,4,1,,4,,,,,,1,,
1994,5,24,4,0,42.1,1,1,6.5,0,Taiwan,21,TAIWAN,23.959,122.448,0.02,1,,,,,,,,,,
1994,6,2,18,17,34,4,1,7.8,5,Indonesia,228,SOUTH OF JAVA,-10.477,112.835,13.9,74,3.7,2.5,238,,,423,2.2,2,1500,
1994,6,3,21,6,59.8,4,1,6.6,0,Indonesia,228,SOUTH OF JAVA,-10.362,112.892,3.7,1,,,,,,,,,,
1994,6,4,0,57,50.6,2,1,6.5,0,Indonesia,228,SOUTH OF JAVA,-10.777,113.366,,0,,,,,,,,,,
1994,6,5,1,45,2.7,4,1,6.1,0,Indonesia,228,SOUTH OF JAVA,-10.341,113.369,3,1,,,,,,,,,,
1994,9,1,15,15,53,4,1,7,0,United States of America,283,N. CALIFORNIA,40.402,-125.68,0.07,1,-3.3,-3,,,,,,1,,
1994,9,16,6,20,18.7,4,1,6.7,0,Taiwan,21,TAIWAN STRAIT,22.528,118.711,0.24,3,,,1,,,400,,2,,
1994,9,19,,,,4,6,,0,Papua New Guinea,75,PAPUA NEW GUINEA,-4.238,152.214,3,3,1.2,,4,,,,86,4,,
1994,10,4,13,22,55.8,4,1,8.3,2,Russia,90,S. KURIL ISLANDS,43.773,147.321,10.4,118,2.3,2.6,11,,,382,,3,,
1994,10,8,21,44,7.2,4,1,6.8,0,Indonesia,228,HALMAHERA,-1.258,127.98,3,1,1.6,1.5,1,,,52,,2,,500
1994,10,9,7,55,39.5,4,1,7.3,0,Russia,90,S. KURIL ISLANDS,43.905,147.916,0.2,2,-3.3,-3,,,,,,,,
1994,11,4,4,12,,4,8,,0,United States of America,283,"SKAGWAY, AK",59.5,-135.3,9,2,3.5,2.5,1,,,,25,4,,
1994,11,14,19,15,30.6,4,1,7.1,3,Philippines,79,PHILIPPINE ISLANDS,13.525,121.067,7.3,56,2.9,2.1,81,,,225,3.7,2,797,3288
1994,12,28,12,19,23,4,1,7.8,0,Japan,225,"TOHUnited KingdomU, JAPAN",40.525,143.419,0.53,13,,,3,,,200,170.4,4,,
1994,,,,,,3,8,,0,Russia,90,KERCH STRAIT,45.22,36.72,0.5,0,,,,,,,,,,
1995,1,16,20,46,52.1,4,1,6.9,0,Japan,225,"KOBE, JAPAN",34.583,135.018,0.34,2,-2.3,-2,5502,,,36896,100000,4,200000,
1995,4,7,22,6,56.8,4,1,7.4,0,Samoa,16,SAMOA ISLANDS,-15.199,-173.529,0.09,2,-1.7,-1.5,,,,,,,,
1995,4,21,0,34,46,4,1,7.2,0,Philippines,79,SAMAR ISLAND,12.059,125.58,0.2,1,-3.3,-2,,,,,,,,
1995,4,21,5,17,1.3,4,1,6.8,0,Philippines,79,SAMAR ISLAND,12.047,125.92,0.2,0,-2.3,-2,,,,,,,,
1995,5,13,8,47,12.7,-1,1,6.6,0,Greece,113,GREECE,40.149,21.695,,1,,,,,,,,,,
1995,5,14,11,33,21.1,4,3,6.9,0,Indonesia,228,TIMOR SEA,-8.452,125.049,4,2,2,1.5,11,,,19,,1,,
1995,5,16,20,12,44.2,4,1,7.7,0,New Caledonia,19,LOYALTY ISLANDS,-23.008,169.9,0.5,9,-1.3,-2,,,,,,,,
1995,5,27,13,3,52.6,4,1,7.1,0,Russia,90,SAKHALIN ISLAND,52.629,142.827,0.1,2,-2.3,-2,1989,,,750,300,4,,
1995,6,15,0,15,48.7,4,3,6.5,1,Greece,113,GULF OF CORINTH: AIYION,38.401,22.283,1,2,-1,3,26,,,60,660,4,,
1995,7,30,5,11,23.6,4,1,8,3,Chile,151,NORTHERN CHILE,-23.34,-70.294,3,91,1.6,1.5,3,,,58,1.791,2,115,
1995,8,16,10,27,28.6,4,1,7.7,0,Papua New Guinea,75,SOLOMON SEA,-5.799,154.178,0.28,2,-1,-1.5,,,,,,1,,
1995,9,14,14,4,31.4,3,1,7.4,0,Mexico,59,S. MEXICO,16.779,-98.597,0.4,1,-1.3,-1,3,,,100,,2,,
1995,10,9,15,35,53.9,4,1,8,1,Mexico,59,S. MEXICO,19.055,-104.205,11,34,2.3,2.5,50,,,200,,2,,
1995,10,18,10,37,26.3,4,1,7.1,0,Japan,225,RYUnited KingdomYU ISLANDS,27.929,130.175,2.59,42,0.8,1.5,,,,1,,1,,
1995,10,19,2,41,36.1,4,3,6.8,0,Japan,225,RYUnited KingdomYU ISLANDS,28.094,130.148,1.5,16,0.6,0.5,,,,,,,,
1995,11,1,0,35,32.7,4,1,6.7,0,Chile,151,NORTHERN CHILE,-28.906,-71.417,0.1,1,-3.3,-3,,,,,,,,
1995,11,22,4,15,11.9,4,1,7.2,0,Egypt,4,GULF OF ELAT-AQABA,28.826,34.799,4,7,,,11,,,47,,2,,
1995,12,3,18,1,8.9,4,1,7.9,0,Russia,90,S. KURIL ISLANDS,44.663,149.3,1.1,37,0.1,0.5,,,,,,,,
1996,1,1,8,5,10.8,4,1,7.9,0,Indonesia,228,SULAWESI,0.729,119.931,3.43,16,2.3,1.8,9,,,63,1.2,2,400,
1996,1,1,,,,4,8,,0,Greece,113,W. CORINTH GULF,38.367,22.083,2,1,,2,,,,,,1,,
1996,1,2,15,40,,4,6,,2,Russia,90,"KARYMSKOYE, KAMCHATKA, RUSSIA",54.05,159.43,30,1,,,,,,,,1,,
1996,2,17,5,59,30.5,4,1,8.2,1,Indonesia,228,IRIAN JAYA,-0.891,136.952,7.7,115,2.9,1.8,164,,,432,4.2,2,5043,
1996,2,21,12,51,1.3,4,1,7.5,1,Peru,53,N. PERU,-9.593,-79.587,5.04,59,2.3,1.9,12,,,57,,1,15,22
1996,2,25,3,8,15.8,4,1,7.1,0,Mexico,59,MEXICO,15.978,-98.07,0.1,1,-3.3,-3,,,,,,,,
1996,4,24,8,0,,0,0,,1,Switzerland,1,LAKE BRIENZ,46.73,7.97,0.5,0,,,,,,,,,,
1996,6,10,4,3,35.4,4,1,7.9,0,United States of America,283,"ANDREANOF ISLANDS, AK",51.564,-177.632,0.51,64,,0.5,,,,,,,,
1996,6,10,15,24,56,4,1,7.3,0,United States of America,283,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,1,-3.3,-1.5,,,,,,,,
1996,9,4,18,16,1.9,4,1,5.7,0,Japan,225,HONSHU ISLAND,31.555,139.931,0.3,14,-2.3,-2,,,,,,,,
1996,9,5,8,14,14.4,4,1,6.9,0,Chile,151,EASTER ISLAND REGION,-22.118,-113.436,0.09,2,-3.3,-2.5,,,,,,,,
1996,9,5,23,42,6,4,1,6.8,0,Taiwan,21,TAIWAN REGION,21.898,121.498,0.11,3,,,,,,,,,,
1996,10,18,10,50,20.8,4,1,6.6,0,Japan,225,KYUSHU ISLAND,30.568,131.093,0.2,1,-2.3,-2.5,,,,,,,,
1996,10,19,14,44,40.7,4,1,6.7,0,Japan,225,KYUSHU ISLAND,31.885,131.468,0.55,6,0.1,0.5,,,,,,1,,
1996,11,12,16,59,44,4,1,7.7,0,Peru,53,S. PERU,-14.993,-75.675,0.4,3,-1.7,-1,14,,,560,,4,,4000
1996,12,2,22,17,59.2,4,1,6.7,0,Japan,225,SEA OF JAPAN,31.789,131.314,0.2,4,-2.3,-2,,,,,,,,
1997,3,12,,,,3,0,,0,New Caledonia,19,NEW CALEDONIA,-21.7,168,2,1,,,,,,,,,,
1997,4,10,,,,1,0,,0,Honduras,5,GULF OF FONSECA,13.1,-87.6,15,1,,,,,,,0.3,1,,
1997,4,18,,,,1,0,,0,Australia,21,NORFOLK ISLAND,,,,1,,,,,,,,,,
1997,4,21,12,2,26.4,4,1,7.7,0,Solomon Islands,46,SANTA CRUZ IS. VANUATU,-12.584,166.676,3,41,-2.3,-2,,,,,,1,7,
1997,7,9,19,24,13.1,3,1,7,0,Venezuela,20,CARIACO-CUMANA,10.598,-63.486,,1,,,81,,,522,81,4,,
1997,9,30,6,27,24.7,4,1,6.2,0,Japan,225,S. OF HONSHU ISLAND,31.959,141.878,0.03,1,,,,,,,,,,
1997,10,14,9,53,18.1,4,1,7.7,0,Tonga,19,TONGA ISLANDS,-22.1,-176.77,0.1,1,,,,,,,,,,
1997,12,5,11,26,54.6,4,1,7.8,0,Russia,90,KAMCHATKA,54.841,162.035,8,18,0.6,0.5,,,,,,,,
1997,12,14,3,30,,3,8,,0,Russia,90,KAMCHATKA,54.841,162.035,8,1,3,2,,,,,,1,,
1997,12,26,8,,,4,7,,0,Montserrat,5,WHITE RIVER VALLEY,16.72,-62.18,3,1,,,,,,,,,,
1998,3,19,18,30,,4,8,,0,Norway,24,WESTERN NORWAY,61.183,5.267,6,1,,4,,,,,,2,,
1998,3,25,3,12,25,3,1,8.1,0,Antarctica,5,BALLENY ISLANDS,-62.877,149.527,0.01,0,,,,,,,,,,
1998,5,3,23,30,21.9,4,1,7.5,0,Taiwan,21,TAIWAN:  SOUTHEAST OF,22.306,125.308,0.13,15,,,,,,,,,,
1998,5,30,18,18,15,4,1,6.2,0,Japan,225,SANRIKU,39.027,143.441,0.01,0,,,,,,,,,,
1998,7,17,8,49,16.1,4,3,7,20,Papua New Guinea,75,PAPUA NEW GUINEA,-2.943,142.582,15.03,93,,,1636,,,1000,,3,,
1998,11,29,14,10,31.9,2,1,7.7,0,Indonesia,228,TALIABU ISLAND,-2.071,124.891,2.75,1,,1,41,,,107,200,4,1000,
1999,1,20,,,,4,6,,1,Montserrat,5,SOUFRIERE HILLS VOLCANO,16.722,-62.18,2,3,,,,,,,,,,
1999,8,17,0,1,39.1,4,1,7.6,4,Turkey,25,"KOCAELI, TURKEY",40.76,29.97,2.52,26,,,17118,,,50000,20000,4,,50000
1999,9,13,,,,4,8,,1,French Polynesia,4,FATU HIVA,-10.52,-138.67,8,9,,,,,,,,1,,
1999,11,26,13,21,15.5,4,1,7.5,0,Vanuatu,36,VANUATU ISLANDS,-16.423,168.214,6.6,53,,,10,,,100,,3,,
2000,1,26,,,,-1,9,,0,Philippines,79,"TAWI-TAWI, PHILIPPINES",5.1,120.15,20,4,,,,,,,,3,300,
2000,4,5,4,36,59.8,4,3,5.5,0,Greece,113,CRETE,34.22,25.69,0.5,1,,,,,,,,,,
2000,5,4,4,21,16.2,4,1,7.6,0,Indonesia,228,SULAWESI,-1.105,123.573,6,2,,,46,,,264,30,4,10000,
2000,6,18,14,44,13.3,4,1,7.9,0,Australia,21,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,1,,,,,,,,,,
2000,7,1,7,1,55.5,4,1,6.1,1,Japan,225,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,4,,,1,,,,,1,,
2000,7,15,1,30,30.5,4,1,6.1,0,Japan,225,HONSHU: S COAST,34.319,139.26,0.07,1,,,,,,10,,1,,20
2000,7,30,12,25,45.5,4,1,6.5,0,Japan,225,HONSHU: S COAST,33.901,139.376,0.14,1,,,,,,1,,1,,
2000,11,4,19,30,0,1,8,,0,United States of America,283,"POINT ARGUELLO, S. CALIFORNIA",34.5,-120.65,4.6,1,,,,,,,,1,,
2000,11,16,4,54,55.9,4,1,8,0,Papua New Guinea,75,BISMARCK SEA,-4.001,152.327,3,9,,,2,,,,,2,,
2000,11,21,18,4,50,4,8,,1,Greenland,5,"PAATUUT, GREENLAND",70.25,-52.75,50,4,,,,,,,,1,,
2000,,,,,,3,8,,0,Russia,90,KERCH STRAIT,45.12,36.7,,0,,,,,,,,,,
2001,1,13,17,33,32.3,3,1,7.7,0,El Salvador,8,EL SALVADOR,13.049,-88.66,0.25,1,,,844,,,4723,753,4,108226,169632
2001,6,23,20,33,14.1,4,1,8.4,4,Peru,53,S. PERU,-16.265,-73.641,8.8,152,,,103,138,3,2713,200,4,25399,
2001,10,12,5,2,34,4,1,6.1,0,Canada,25,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,4,,,,,,,,,,
2001,12,18,4,2,58.2,4,1,6.8,0,Taiwan,21,TAIWAN,23.954,122.734,0.16,6,,,,,,,,,,
2002,1,2,17,22,48.7,4,1,7.2,0,Vanuatu,36,VANUATU ISLANDS,-17.6,167.856,3,2,-4.64,-4.14,,,,,,1,,
2002,3,5,21,16,9.1,4,1,7.5,0,Philippines,79,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,3,3,,,15,,,100,1.714,2,,800
2002,3,24,,,,3,0,,0,Greece,113,DODECANESE ISLANDS,36.45,28.2,4,1,,,,,,,,1,,
2002,3,26,3,45,48.7,3,1,6.4,0,Japan,225,JAPAN,23.346,124.09,0.05,3,,,,,,,,,,
2002,3,31,6,52,50.4,4,1,7.1,0,Taiwan,21,TAIWAN,24.279,122.179,0.2,11,,,5,,,200,,2,100,
